id,catalogLevelId,subjectName,period,coverageStatus,units,moduleIndexCount,lessonsActivities,objectives,competencies,officialSource,structuredContent,themes,missingReason,applicability,expectedBasis
"annual-scope-v1-en-secondary-form1-biology","en-secondary-form1","Biology","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minesec-5"",""url"":""https://files.minesec.gov.cm/f/CBA.pdf"",""version"":""81a6f1e193ac0d59b37d655d6a6abdfb1b7b6a93dfc71e5d0a52d2bf4eeada81""}]","[""annual-gap-v1-en-secondary-form1-5-opening""]","[""Living world — shared introductory framework""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-en-secondary-form1-physics","en-secondary-form1","Physics","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minesec-10"",""url"":""https://files.minesec.gov.cm/1M/NEW_FORM_ONE_AND_FORM_TWO_SYLLABUS1.pdf"",""version"":""17704bfd54400210c3e0f591f62dc5d5206eb09b2e2da5a753226abe2c057c06""}]","[""annual-gap-v1-en-secondary-form1-10-opening""]","[""Scientific methods""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-en-secondary-form2-computer-science","en-secondary-form2","Computer Science","YEAR","PARTIAL","1","1","0","1","1","[{""id"":""minesec-2"",""url"":""https://files.minesec.gov.cm/c/Computer_Science__Sylabus_Form1_2_11_aout_2014_mbalmayo.pdf"",""version"":""d10490fa98c15fe4a561408eb3b42726356f87f2f5536232141ba215ba2d2d11""}]","[""annual-gap-v1-en-secondary-form2-2-1"",""annual-gap-v1-en-secondary-form2-2-2""]","[""Organising and using computer resources"",""Searching and communicating online""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-en-secondary-form2-mathematics","en-secondary-form2","Mathematics","YEAR","PARTIAL","5","0","0","5","5","[{""id"":""minesec-8"",""url"":""https://files.minesec.gov.cm/i/Maths_syllabus_mbalmayo.pdf"",""version"":""ea6a51e29b09f6fcf8284209b60cf4e850cfb8068fa6f21b7fcfaaa8263ce123""}]","[""minesec-8-en-secondary-form2-module-1"",""minesec-8-en-secondary-form2-module-2"",""minesec-8-en-secondary-form2-module-3"",""minesec-8-en-secondary-form2-module-4"",""minesec-8-en-secondary-form2-module-5""]","[""Numbers and operations"",""Plane shapes"",""Solid shapes"",""Data and probability"",""Introductory algebra""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-en-secondary-form2-biology","en-secondary-form2","Biology","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minesec-5"",""url"":""https://files.minesec.gov.cm/f/CBA.pdf"",""version"":""81a6f1e193ac0d59b37d655d6a6abdfb1b7b6a93dfc71e5d0a52d2bf4eeada81""}]","[""annual-gap-v1-en-secondary-form2-5-opening""]","[""Living world — shared introductory framework""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-en-secondary-form2-physics","en-secondary-form2","Physics","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minesec-10"",""url"":""https://files.minesec.gov.cm/1M/NEW_FORM_ONE_AND_FORM_TWO_SYLLABUS1.pdf"",""version"":""17704bfd54400210c3e0f591f62dc5d5206eb09b2e2da5a753226abe2c057c06""}]","[""annual-gap-v1-en-secondary-form2-10-opening""]","[""Scientific methods""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-en-secondary-form3-mathematics","en-secondary-form3","Mathematics","YEAR","PARTIAL","5","0","0","5","5","[{""id"":""minesec-62"",""url"":""https://files.minesec.gov.cm/4e/Math_syllabus_for_forma_3.pdf"",""version"":""bb223c3a4ca837ba132bc8b766d2c76130c05005be061f6dbcc893dbf56e7676""}]","[""minesec-62-en-secondary-form3-module-1"",""minesec-62-en-secondary-form3-module-2"",""minesec-62-en-secondary-form3-module-3"",""minesec-62-en-secondary-form3-module-4"",""minesec-62-en-secondary-form3-module-5""]","[""Numbers and sets"",""Plane geometry"",""Solid shapes"",""Data and probability"",""Algebraic reasoning""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-en-secondary-form3-computer-science","en-secondary-form3","Computer Science","YEAR","PARTIAL","1","1","0","1","1","[{""id"":""minesec-59"",""url"":""https://files.minesec.gov.cm/2z/Computer_Science_Syllabus_F3_4_5.pdf"",""version"":""ae22083710bf694539c1f37d250435670ffb2dc77a33bf4cd264b3d932d70691""}]","[""annual-gap-v1-en-secondary-form3-59-1"",""annual-gap-v1-en-secondary-form3-59-2""]","[""Operating systems and networks"",""Applications and algorithms""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-en-secondary-form3-french","en-secondary-form3","French","YEAR","PARTIAL","5","0","1","5","5","[{""id"":""minesec-57"",""url"":""https://files.minesec.gov.cm/2x/FRENCH_AS_SECOND_LANGUAGE_Form_3,__4_et_5_burnable.pdf"",""version"":""9934c5735e1951e6c3a0b101f1e6805423f24798564c68f597d7aafbcfbf4cea""}]","[""annual-gap-v1-en-secondary-form3-57-1"",""annual-gap-v1-en-secondary-form3-57-2"",""annual-gap-v1-en-secondary-form3-57-3"",""annual-gap-v1-en-secondary-form3-57-4"",""annual-gap-v1-en-secondary-form3-57-5""]","[""Vie familiale et intégration"",""Environnement et santé"",""Citoyenneté et ouverture"",""Économie et travail"",""Communication et TIC""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-en-secondary-form3-physics","en-secondary-form3","Physics","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minesec-63"",""url"":""https://files.minesec.gov.cm/4f/PHYSICS_teaching__SYLLABUS_FOR_FORM_THREE_TO_FIVE_final.pdf"",""version"":""3bb72390b762a074ba06fbc0e422ec247bb1f55aa0cf247fa7a14e8874b6478e""}]","[""annual-gap-v1-en-secondary-form3-63-opening""]","[""Physical quantities and measurement""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-en-secondary-form3-chemistry","en-secondary-form3","Chemistry","YEAR","SOURCE_MISSING","0","0","0","0","0","[{""id"":""minesec-64"",""url"":""https://files.minesec.gov.cm/4g/Syllabus_anglophone_chemistry.pdf"",""version"":""b654814a359c3bdb72457884e2d3514b010308a0fe6ebbf13942480c66048443""}]","[]","[]","Source définitive exploitable absente, contradictoire ou projet : voir le registre des pièces.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-en-secondary-form3-biology","en-secondary-form3","Biology","YEAR","PARTIAL","1","2","0","1","1","[{""id"":""minesec-69"",""url"":""https://files.minesec.gov.cm/4l/BIO_F_3-4-5.pdf"",""version"":""4d77a1caaccd55a78d3dd831704204732ac8108fb030064bbdda5d305d93ccd5""}]","[""annual-gap-v1-en-secondary-form3-69-1"",""annual-gap-v1-en-secondary-form3-69-2"",""annual-gap-v1-en-secondary-form3-69-3""]","[""Living world"",""Health education"",""Environment and sustainable development""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-en-secondary-form3-citizenship-education","en-secondary-form3","Citizenship Education","YEAR","PARTIAL","1","2","0","1","1","[{""id"":""minesec-72"",""url"":""https://files.minesec.gov.cm/4o/CIT._EDUC.-_FORMS_3-5__GENERAL_EDUCATION_(COMPLETE).pdf"",""version"":""6e18dd1a1cc4d83e7a658309c1a34c8bcdb5dce0b4f332b8a5b594e3319afecb""}]","[""annual-gap-v1-en-secondary-form3-72-1"",""annual-gap-v1-en-secondary-form3-72-2"",""annual-gap-v1-en-secondary-form3-72-3""]","[""School environment"",""Family and its environment"",""Administrative organisation of Cameroon""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-en-secondary-form3-economics","en-secondary-form3","Economics","YEAR","PARTIAL","1","2","0","1","1","[{""id"":""minesec-73"",""url"":""https://files.minesec.gov.cm/4p/ECONS-_FORMS_3-5__GENERAL_EDUCATION_(COMPLETE).pdf"",""version"":""ca49603e09aefb77d62d3ea9a1e2457aa00b70cbb5e2affcea1d7523a2dc35c4""}]","[""annual-gap-v1-en-secondary-form3-73-1"",""annual-gap-v1-en-secondary-form3-73-2"",""annual-gap-v1-en-secondary-form3-73-3""]","[""Resource allocation"",""Resources in production"",""Distribution of goods and services""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-en-secondary-form3-geography","en-secondary-form3","Geography","YEAR","PARTIAL","1","2","0","1","1","[{""id"":""minesec-74"",""url"":""https://files.minesec.gov.cm/4q/GEOG-_FORMS_3-5__GENERAL_EDUCATION_(COMPLETE).pdf"",""version"":""f67835e8f2d79e316ef88b7bda9327782cff07fb8cb073295473cc90f23f0ac9""}]","[""annual-gap-v1-en-secondary-form3-74-1"",""annual-gap-v1-en-secondary-form3-74-2"",""annual-gap-v1-en-secondary-form3-74-3""]","[""Earth in the universe"",""Natural processes and hazards"",""Weather and climate""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-en-secondary-form3-history","en-secondary-form3","History","YEAR","PARTIAL","1","1","0","1","1","[{""id"":""minesec-75"",""url"":""https://files.minesec.gov.cm/4r/HIST-_FORMS_3-5__GENERAL_EDUCATION_(COMPLETE).pdf"",""version"":""9ff5c6748ea02b702005191b283f49ab692295c8546e64c2c661e2df1b7f57ad""}]","[""annual-gap-v1-en-secondary-form3-75-1"",""annual-gap-v1-en-secondary-form3-75-2""]","[""European activity and colonisation in Africa"",""First World War and its consequences""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-en-secondary-form4-mathematics","en-secondary-form4","Mathematics","YEAR","PARTIAL","3","0","0","3","3","[{""id"":""minesec-62"",""url"":""https://files.minesec.gov.cm/4e/Math_syllabus_for_forma_3.pdf"",""version"":""bb223c3a4ca837ba132bc8b766d2c76130c05005be061f6dbcc893dbf56e7676""}]","[""minesec-62-en-secondary-form4-module-1"",""minesec-62-en-secondary-form4-module-2"",""minesec-62-en-secondary-form4-module-3""]","[""Numbers and sets"",""Plane geometry"",""Algebraic reasoning""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-en-secondary-form4-computer-science","en-secondary-form4","Computer Science","YEAR","PARTIAL","1","1","0","1","1","[{""id"":""minesec-59"",""url"":""https://files.minesec.gov.cm/2z/Computer_Science_Syllabus_F3_4_5.pdf"",""version"":""ae22083710bf694539c1f37d250435670ffb2dc77a33bf4cd264b3d932d70691""}]","[""annual-gap-v1-en-secondary-form4-59-1"",""annual-gap-v1-en-secondary-form4-59-2""]","[""Hardware and maintenance"",""Number systems and software tools""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-en-secondary-form4-french","en-secondary-form4","French","YEAR","PARTIAL","5","0","1","5","5","[{""id"":""minesec-57"",""url"":""https://files.minesec.gov.cm/2x/FRENCH_AS_SECOND_LANGUAGE_Form_3,__4_et_5_burnable.pdf"",""version"":""9934c5735e1951e6c3a0b101f1e6805423f24798564c68f597d7aafbcfbf4cea""}]","[""annual-gap-v1-en-secondary-form4-57-1"",""annual-gap-v1-en-secondary-form4-57-2"",""annual-gap-v1-en-secondary-form4-57-3"",""annual-gap-v1-en-secondary-form4-57-4"",""annual-gap-v1-en-secondary-form4-57-5""]","[""Vie familiale et intégration"",""Environnement et santé"",""Citoyenneté et ouverture"",""Économie et travail"",""Communication et TIC""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-en-secondary-form4-physics","en-secondary-form4","Physics","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minesec-63"",""url"":""https://files.minesec.gov.cm/4f/PHYSICS_teaching__SYLLABUS_FOR_FORM_THREE_TO_FIVE_final.pdf"",""version"":""3bb72390b762a074ba06fbc0e422ec247bb1f55aa0cf247fa7a14e8874b6478e""}]","[""annual-gap-v1-en-secondary-form4-63-opening""]","[""Heat and temperature""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-en-secondary-form4-chemistry","en-secondary-form4","Chemistry","YEAR","SOURCE_MISSING","0","0","0","0","0","[{""id"":""minesec-64"",""url"":""https://files.minesec.gov.cm/4g/Syllabus_anglophone_chemistry.pdf"",""version"":""b654814a359c3bdb72457884e2d3514b010308a0fe6ebbf13942480c66048443""}]","[]","[]","Source définitive exploitable absente, contradictoire ou projet : voir le registre des pièces.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-en-secondary-form4-biology","en-secondary-form4","Biology","YEAR","PARTIAL","1","2","0","1","1","[{""id"":""minesec-69"",""url"":""https://files.minesec.gov.cm/4l/BIO_F_3-4-5.pdf"",""version"":""4d77a1caaccd55a78d3dd831704204732ac8108fb030064bbdda5d305d93ccd5""}]","[""annual-gap-v1-en-secondary-form4-69-1"",""annual-gap-v1-en-secondary-form4-69-2"",""annual-gap-v1-en-secondary-form4-69-3""]","[""Living world"",""Health education"",""Environment and sustainable development""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-en-secondary-form4-citizenship-education","en-secondary-form4","Citizenship Education","YEAR","PARTIAL","1","2","0","1","1","[{""id"":""minesec-72"",""url"":""https://files.minesec.gov.cm/4o/CIT._EDUC.-_FORMS_3-5__GENERAL_EDUCATION_(COMPLETE).pdf"",""version"":""6e18dd1a1cc4d83e7a658309c1a34c8bcdb5dce0b4f332b8a5b594e3319afecb""}]","[""annual-gap-v1-en-secondary-form4-72-1"",""annual-gap-v1-en-secondary-form4-72-2"",""annual-gap-v1-en-secondary-form4-72-3""]","[""Political organisation of Cameroon"",""Social issues"",""Citizenship and the economy""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-en-secondary-form4-economics","en-secondary-form4","Economics","YEAR","PARTIAL","1","3","0","1","1","[{""id"":""minesec-73"",""url"":""https://files.minesec.gov.cm/4p/ECONS-_FORMS_3-5__GENERAL_EDUCATION_(COMPLETE).pdf"",""version"":""ca49603e09aefb77d62d3ea9a1e2457aa00b70cbb5e2affcea1d7523a2dc35c4""}]","[""annual-gap-v1-en-secondary-form4-73-1"",""annual-gap-v1-en-secondary-form4-73-2"",""annual-gap-v1-en-secondary-form4-73-3"",""annual-gap-v1-en-secondary-form4-73-4""]","[""Business units"",""Population and resources"",""Market interaction"",""Competition""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-en-secondary-form4-geography","en-secondary-form4","Geography","YEAR","PARTIAL","1","1","0","1","1","[{""id"":""minesec-74"",""url"":""https://files.minesec.gov.cm/4q/GEOG-_FORMS_3-5__GENERAL_EDUCATION_(COMPLETE).pdf"",""version"":""f67835e8f2d79e316ef88b7bda9327782cff07fb8cb073295473cc90f23f0ac9""}]","[""annual-gap-v1-en-secondary-form4-74-1"",""annual-gap-v1-en-secondary-form4-74-2""]","[""Ecological systems and resources"",""Poverty and development""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-en-secondary-form4-history","en-secondary-form4","History","YEAR","PARTIAL","1","2","0","1","1","[{""id"":""minesec-75"",""url"":""https://files.minesec.gov.cm/4r/HIST-_FORMS_3-5__GENERAL_EDUCATION_(COMPLETE).pdf"",""version"":""9ff5c6748ea02b702005191b283f49ab692295c8546e64c2c661e2df1b7f57ad""}]","[""annual-gap-v1-en-secondary-form4-75-1"",""annual-gap-v1-en-secondary-form4-75-2"",""annual-gap-v1-en-secondary-form4-75-3""]","[""Second World War"",""Independence"",""Reunification""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-en-secondary-form4-human-biology","en-secondary-form4","Human Biology","YEAR","PARTIAL","1","2","0","1","1","[{""id"":""minesec-71"",""url"":""https://files.minesec.gov.cm/4n/HBIO_F_4_&_5.pdf"",""version"":""aadb075970d56bbb40f58024e210b7a636fbc4d335f68163b76aa003c8b16e4f""}]","[""annual-gap-v1-en-secondary-form4-71-1"",""annual-gap-v1-en-secondary-form4-71-2"",""annual-gap-v1-en-secondary-form4-71-3""]","[""Living world — human biology"",""Health education"",""Environment and sustainable development""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-en-secondary-form4-geology","en-secondary-form4","Geology","YEAR","PARTIAL","1","2","0","1","1","[{""id"":""minesec-70"",""url"":""https://files.minesec.gov.cm/4m/GEOL_F3_&_4.pdf"",""version"":""f55383d8a59554e60adde5b1d0a87d62a2cfd54d209bc7532f1ed2c9f9b94c8c""}]","[""annual-gap-v1-en-secondary-form4-70-1"",""annual-gap-v1-en-secondary-form4-70-2"",""annual-gap-v1-en-secondary-form4-70-3""]","[""Internal geodynamic processes"",""External geodynamic processes"",""Applied and environmental geology""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-en-secondary-form5-mathematics","en-secondary-form5","Mathematics","YEAR","PARTIAL","3","0","0","3","3","[{""id"":""minesec-62"",""url"":""https://files.minesec.gov.cm/4e/Math_syllabus_for_forma_3.pdf"",""version"":""bb223c3a4ca837ba132bc8b766d2c76130c05005be061f6dbcc893dbf56e7676""}]","[""minesec-62-en-secondary-form5-module-1"",""minesec-62-en-secondary-form5-module-2"",""minesec-62-en-secondary-form5-module-3""]","[""Plane geometry"",""Solid shapes"",""Data and probability""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-en-secondary-form5-computer-science","en-secondary-form5","Computer Science","YEAR","PARTIAL","1","2","0","1","1","[{""id"":""minesec-59"",""url"":""https://files.minesec.gov.cm/2z/Computer_Science_Syllabus_F3_4_5.pdf"",""version"":""ae22083710bf694539c1f37d250435670ffb2dc77a33bf4cd264b3d932d70691""}]","[""annual-gap-v1-en-secondary-form5-59-1"",""annual-gap-v1-en-secondary-form5-59-2"",""annual-gap-v1-en-secondary-form5-59-3""]","[""Information systems and data"",""Technology, society and people"",""Software development projects""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-en-secondary-form5-french","en-secondary-form5","French","YEAR","PARTIAL","5","0","1","5","5","[{""id"":""minesec-57"",""url"":""https://files.minesec.gov.cm/2x/FRENCH_AS_SECOND_LANGUAGE_Form_3,__4_et_5_burnable.pdf"",""version"":""9934c5735e1951e6c3a0b101f1e6805423f24798564c68f597d7aafbcfbf4cea""}]","[""annual-gap-v1-en-secondary-form5-57-1"",""annual-gap-v1-en-secondary-form5-57-2"",""annual-gap-v1-en-secondary-form5-57-3"",""annual-gap-v1-en-secondary-form5-57-4"",""annual-gap-v1-en-secondary-form5-57-5""]","[""Vie familiale et intégration"",""Environnement et santé"",""Citoyenneté et ouverture"",""Économie et travail"",""Communication et TIC""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-en-secondary-form5-physics","en-secondary-form5","Physics","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minesec-63"",""url"":""https://files.minesec.gov.cm/4f/PHYSICS_teaching__SYLLABUS_FOR_FORM_THREE_TO_FIVE_final.pdf"",""version"":""3bb72390b762a074ba06fbc0e422ec247bb1f55aa0cf247fa7a14e8874b6478e""}]","[""annual-gap-v1-en-secondary-form5-63-opening""]","[""Magnetic fields""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-en-secondary-form5-chemistry","en-secondary-form5","Chemistry","YEAR","SOURCE_MISSING","0","0","0","0","0","[{""id"":""minesec-64"",""url"":""https://files.minesec.gov.cm/4g/Syllabus_anglophone_chemistry.pdf"",""version"":""b654814a359c3bdb72457884e2d3514b010308a0fe6ebbf13942480c66048443""}]","[]","[]","Source définitive exploitable absente, contradictoire ou projet : voir le registre des pièces.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-en-secondary-form5-biology","en-secondary-form5","Biology","YEAR","PARTIAL","1","2","0","1","1","[{""id"":""minesec-69"",""url"":""https://files.minesec.gov.cm/4l/BIO_F_3-4-5.pdf"",""version"":""4d77a1caaccd55a78d3dd831704204732ac8108fb030064bbdda5d305d93ccd5""}]","[""annual-gap-v1-en-secondary-form5-69-1"",""annual-gap-v1-en-secondary-form5-69-2"",""annual-gap-v1-en-secondary-form5-69-3""]","[""Living world"",""Health education"",""Environment and sustainable development""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-en-secondary-form5-citizenship-education","en-secondary-form5","Citizenship Education","YEAR","PARTIAL","1","3","0","1","1","[{""id"":""minesec-72"",""url"":""https://files.minesec.gov.cm/4o/CIT._EDUC.-_FORMS_3-5__GENERAL_EDUCATION_(COMPLETE).pdf"",""version"":""6e18dd1a1cc4d83e7a658309c1a34c8bcdb5dce0b4f332b8a5b594e3319afecb""}]","[""annual-gap-v1-en-secondary-form5-72-1"",""annual-gap-v1-en-secondary-form5-72-2"",""annual-gap-v1-en-secondary-form5-72-3"",""annual-gap-v1-en-secondary-form5-72-4""]","[""Human rights"",""Peace and conflict resolution"",""Gender and minority rights"",""Global concerns""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-en-secondary-form5-economics","en-secondary-form5","Economics","YEAR","PARTIAL","1","4","0","1","1","[{""id"":""minesec-73"",""url"":""https://files.minesec.gov.cm/4p/ECONS-_FORMS_3-5__GENERAL_EDUCATION_(COMPLETE).pdf"",""version"":""ca49603e09aefb77d62d3ea9a1e2457aa00b70cbb5e2affcea1d7523a2dc35c4""}]","[""annual-gap-v1-en-secondary-form5-73-1"",""annual-gap-v1-en-secondary-form5-73-2"",""annual-gap-v1-en-secondary-form5-73-3"",""annual-gap-v1-en-secondary-form5-73-4"",""annual-gap-v1-en-secondary-form5-73-5""]","[""Financial operations"",""Public finance"",""International trade"",""National income"",""Development and employment""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
